link,id,nome,peso,altura,tipo1,tipo2,link ev 1,evolucao1,id_evolucao1,link ev 2,evolucao2,id_evolucao2,link hab 1,habilidade1,hab_desc1,link hab 2,habilidade2,hab_desc2
/pokedex/shinx,0403,Shinx,9.5 kg (20.9 lbs),0.5 m (1′08″),Electric,203,/pokedex/luxio,Luxio,#0404,/pokedex/luxray,Luxray,#0405,/ability/rivalry,Rivalry,Deals more damage to a Pokémon of same gender.,/ability/intimidate,Intimidate,Lowers the foe's Attack stat.
/pokedex/kricketot,0402,Kricketune,25.5 kg (56.2 lbs),1.0 m (3′03″),Bug,Trophy Garden,/pokedex/kricketune,Kricketune,#0402,,,,/ability/swarm,Swarm,Powers up Bug-type moves in a pinch.,,,
/pokedex/burmy,0413,Wormadam,6.5 kg (14.3 lbs),0.5 m (1′08″),Bug,Grass,/pokedex/mothim,Mothim,#0414,,,,/ability/anticipation,Anticipation,Senses a foe's dangerous moves.,,,
/pokedex/burmy,0412,Burmy,3.4 kg (7.5 lbs),0.2 m (0′08″),Bug,,/pokedex/mothim,Mothim,#0414,,,,/ability/shed-skin,Shed Skin,The Pokémon may heal its own status problems.,,,
/pokedex/shieldon,0411,Bastiodon,149.5 kg (329.6 lbs),1.3 m (4′03″),Rock,Steel,/pokedex/bastiodon,Bastiodon,#0411,,,,/ability/sturdy,Sturdy,It cannot be knocked out with one hit.,,,
/pokedex/shieldon,0410,Shieldon,57.0 kg (125.7 lbs),0.5 m (1′08″),Rock,Steel,/pokedex/bastiodon,Bastiodon,#0411,,,,/ability/sturdy,Sturdy,It cannot be knocked out with one hit.,,,
/pokedex/shellos,0423,Gastrodon,29.9 kg (65.9 lbs),0.9 m (2′11″),Water,Ground,/pokedex/gastrodon,Gastrodon,#0423,,,,/ability/sticky-hold,Sticky Hold,Protects the Pokémon from item theft.,/ability/storm-drain,Storm Drain,Draws in all Water-type moves to up Sp. Attack.
/pokedex/shellos,0422,Shellos,6.3 kg (13.9 lbs),0.3 m (1′00″),Water,212,/pokedex/gastrodon,Gastrodon,#0423,,,,/ability/sticky-hold,Sticky Hold,Protects the Pokémon from item theft.,/ability/storm-drain,Storm Drain,Draws in all Water-type moves to up Sp. Attack.
/pokedex/cherubi,0421,Cherrim,9.3 kg (20.5 lbs),0.5 m (1′08″),Grass,,/pokedex/cherrim,Cherrim,#0421,,,,/ability/flower-gift,Flower Gift,Powers up party Pokémon when it is sunny.,,,
/pokedex/cherubi,0420,Cherubi,3.3 kg (7.3 lbs),0.4 m (1′04″),Grass,,/pokedex/cherrim,Cherrim,#0421,,,,/ability/chlorophyll,Chlorophyll,Boosts the Pokémon's Speed in sunshine.,,,
/pokedex/drifloon,0426,Drifblim,15.0 kg (33.1 lbs),1.2 m (3′11″),Ghost,Flying,/pokedex/drifblim,Drifblim,#0426,,,,/ability/aftermath,Aftermath,Damages the attacker landing the finishing hit.,/ability/unburden,Unburden,Raises Speed if a held item is used.
/pokedex/drifloon,0425,Drifloon,1.2 kg (2.6 lbs),0.4 m (1′04″),Ghost,Flying,/pokedex/drifblim,Drifblim,#0426,,,,/ability/aftermath,Aftermath,Damages the attacker landing the finishing hit.,/ability/unburden,Unburden,Raises Speed if a held item is used.
/pokedex/aipom,0424,Ambipom,20.3 kg (44.8 lbs),1.2 m (3′11″),Normal,,/pokedex/ambipom,Ambipom,#0424,,,,/ability/technician,Technician,Powers up the Pokémon's weaker moves.,/ability/pickup,Pickup,The Pokémon may pick up items.
/pokedex/buizel,0419,Floatzel,33.5 kg (73.9 lbs),1.1 m (3′07″),Water,221,/pokedex/floatzel,Floatzel,#0419,,,,/ability/swift-swim,Swift Swim,Boosts the Pokémon's Speed in rain.,,,
/pokedex/stunky,0435,Skuntank,38.0 kg (83.8 lbs),1.0 m (3′03″),Poison,Dark,/pokedex/skuntank,Skuntank,#0435,,,,/ability/stench,Stench,The stench may cause the target to flinch.,/ability/aftermath,Aftermath,Damages the attacker landing the finishing hit.
/pokedex/stunky,0434,Stunky,19.2 kg (42.3 lbs),0.4 m (1′04″),Poison,Dark,/pokedex/skuntank,Skuntank,#0435,,,,/ability/stench,Stench,The stench may cause the target to flinch.,/ability/aftermath,Aftermath,Damages the attacker landing the finishing hit.
/pokedex/chingling,0433,Chingling,0.6 kg (1.3 lbs),0.2 m (0′08″),Psychic,Mt. Coronet,/pokedex/chimecho,Chimecho,#0358,,,,/ability/levitate,Levitate,Gives immunity to Ground type moves.,,,
/pokedex/glameow,0432,Purugly,43.8 kg (96.6 lbs),1.0 m (3′03″),Normal,229,/pokedex/purugly,Purugly,#0432,,,,/ability/thick-fat,Thick Fat,Ups resistance to Fire- and Ice-type moves.,/ability/own-tempo,Own Tempo,Prevents the Pokémon from becoming confused.
/pokedex/bronzor,0436,Bronzor,60.5 kg (133.4 lbs),0.5 m (1′08″),Steel,Psychic,/pokedex/bronzong,Bronzong,#0437,,,,/ability/levitate,Levitate,Gives immunity to Ground type moves.,/ability/heatproof,Heatproof,Weakens the power of Fire-type moves.
/pokedex/glameow,0431,Glameow,3.9 kg (8.6 lbs),0.5 m (1′08″),Normal,222,/pokedex/purugly,Purugly,#0432,,,,/ability/limber,Limber,The Pokémon is protected from paralysis.,/ability/own-tempo,Own Tempo,Prevents the Pokémon from becoming confused.
/pokedex/murkrow,0430,Honchkrow,27.3 kg (60.2 lbs),0.9 m (2′11″),Dark,Flying,/pokedex/honchkrow,Honchkrow,#0430,,,,/ability/insomnia,Insomnia,Prevents the Pokémon from falling asleep.,/ability/super-luck,Super Luck,Heightens the critical-hit ratios of moves.
/pokedex/misdreavus,0429,Mismagius,4.4 kg (9.7 lbs),0.9 m (2′11″),Ghost,,/pokedex/mismagius,Mismagius,#0429,,,,/ability/levitate,Levitate,Gives immunity to Ground type moves.,,,
/pokedex/gible,0443,Gible,20.5 kg (45.2 lbs),0.7 m (2′04″),Dragon,Ground,/pokedex/gabite,Gabite,#0444,/pokedex/garchomp,Garchomp,#0445,/ability/sand-veil,Sand Veil,Boosts the Pokémon's evasion in a sandstorm.,,,
,0442,Spiritomb,108.0 kg (238.1 lbs),1.0 m (3′03″),Ghost,Dark,,,,,,,/ability/pressure,Pressure,The Pokémon raises the foe's PP usage.,,,
,0441,Chatot,1.9 kg (4.2 lbs),0.5 m (1′08″),Normal,Flying,,,,,,,/ability/keen-eye,Keen Eye,Prevents other Pokémon from lowering accuracy.,/ability/tangled-feet,Tangled Feet,Raises evasion if the Pokémon is confused.
/pokedex/happiny,0440,Happiny,24.4 kg (53.8 lbs),0.6 m (2′00″),Normal,,/pokedex/chansey,Chansey,#0113,/pokedex/blissey,Blissey,#0242,/ability/natural-cure,Natural Cure,All status problems heal when it switches out.,/ability/serene-grace,Serene Grace,Boosts the likelihood of added effects appearing.
/pokedex/riolu,0448,Lucario,54.0 kg (119.0 lbs),1.2 m (3′11″),Fighting,Steel,/pokedex/lucario,Lucario,#0448,,,,/ability/steadfast,Steadfast,Raises Speed each time the Pokémon flinches.,/ability/inner-focus,Inner Focus,The Pokémon is protected from flinching.
/pokedex/riolu,0447,Riolu,20.2 kg (44.5 lbs),0.7 m (2′04″),Fighting,,/pokedex/lucario,Lucario,#0448,,,,/ability/steadfast,Steadfast,Raises Speed each time the Pokémon flinches.,/ability/inner-focus,Inner Focus,The Pokémon is protected from flinching.
/pokedex/munchlax,0446,Munchlax,105.0 kg (231.5 lbs),0.6 m (2′00″),Normal,,/pokedex/snorlax,Snorlax,#0143,,,,/ability/pickup,Pickup,The Pokémon may pick up items.,/ability/thick-fat,Thick Fat,Ups resistance to Fire- and Ice-type moves.
/pokedex/gible,0445,Garchomp,95.0 kg (209.4 lbs),1.9 m (6′03″),Dragon,Ground,/pokedex/gabite,Gabite,#0444,/pokedex/garchomp,Garchomp,#0445,/ability/sand-veil,Sand Veil,Boosts the Pokémon's evasion in a sandstorm.,,,
/pokedex/croagunk,0453,Croagunk,23.0 kg (50.7 lbs),0.7 m (2′04″),Poison,Fighting,/pokedex/toxicroak,Toxicroak,#0454,,,,/ability/anticipation,Anticipation,Senses a foe's dangerous moves.,/ability/dry-skin,Dry Skin,Reduces HP if it is hot. Water restores HP.
/pokedex/skorupi,0452,Drapion,61.5 kg (135.6 lbs),1.3 m (4′03″),Poison,Dark,/pokedex/drapion,Drapion,#0452,,,,/ability/battle-armor,Battle Armor,The Pokémon is protected against critical hits.,/ability/sniper,Sniper,Powers up moves if they become critical hits.
/pokedex/skorupi,0451,Skorupi,12.0 kg (26.5 lbs),0.8 m (2′07″),Poison,Bug,/pokedex/drapion,Drapion,#0452,,,,/ability/battle-armor,Battle Armor,The Pokémon is protected against critical hits.,/ability/sniper,Sniper,Powers up moves if they become critical hits.
/pokedex/hippopotas,0450,Hippowdon,300.0 kg (661.4 lbs),2.0 m (6′07″),Ground,,/pokedex/hippowdon,Hippowdon,#0450,,,,/ability/sand-stream,Sand Stream,The Pokémon summons a sandstorm in battle.,,,
/pokedex/finneon,0457,Lumineon,24.0 kg (52.9 lbs),1.2 m (3′11″),Water,,/pokedex/lumineon,Lumineon,#0457,,,,/ability/swift-swim,Swift Swim,Boosts the Pokémon's Speed in rain.,/ability/storm-drain,Storm Drain,Draws in all Water-type moves to up Sp. Attack.
/pokedex/finneon,0456,Finneon,7.0 kg (15.4 lbs),0.4 m (1′04″),Water,,/pokedex/lumineon,Lumineon,#0457,,,,/ability/swift-swim,Swift Swim,Boosts the Pokémon's Speed in rain.,/ability/storm-drain,Storm Drain,Draws in all Water-type moves to up Sp. Attack.
,0455,Carnivine,27.0 kg (59.5 lbs),1.4 m (4′07″),Grass,Viridian Forest,,,,,,,/ability/levitate,Levitate,Gives immunity to Ground type moves.,,,
/pokedex/croagunk,0454,Toxicroak,44.4 kg (97.9 lbs),1.3 m (4′03″),Poison,Fighting,/pokedex/toxicroak,Toxicroak,#0454,,,,/ability/anticipation,Anticipation,Senses a foe's dangerous moves.,/ability/dry-skin,Dry Skin,Reduces HP if it is hot. Water restores HP.
/pokedex/elekid,0466,Electivire,138.6 kg (305.6 lbs),1.8 m (5′11″),Electric,,/pokedex/electabuzz,Electabuzz,#0125,/pokedex/electivire,Electivire,#0466,/ability/motor-drive,Motor Drive,Raises Speed if hit by an Electric-type move.,,,
/pokedex/tangela,0465,Tangrowth,128.6 kg (283.5 lbs),2.0 m (6′07″),Grass,,/pokedex/tangrowth,Tangrowth,#0465,,,,/ability/chlorophyll,Chlorophyll,Boosts the Pokémon's Speed in sunshine.,/ability/leaf-guard,Leaf Guard,Prevents problems with status in sunny weather.
/pokedex/rhyhorn,0464,Rhyperior,282.8 kg (623.5 lbs),2.4 m (7′10″),Ground,Rock,/pokedex/rhydon,Rhydon,#0112,/pokedex/rhyperior,Rhyperior,#0464,/ability/lightning-rod,Lightning Rod,Draws in all Electric-type moves to up Sp. Attack.,/ability/solid-rock,Solid Rock,Reduces damage from super-effective attacks.
/pokedex/lickitung,0463,Lickilicky,140.0 kg (308.6 lbs),1.7 m (5′07″),Normal,,/pokedex/lickilicky,Lickilicky,#0463,,,,/ability/own-tempo,Own Tempo,Prevents the Pokémon from becoming confused.,/ability/oblivious,Oblivious,Prevents it from becoming infatuated.
/pokedex/magby,0467,Magmortar,68.0 kg (149.9 lbs),1.6 m (5′03″),Fire,,/pokedex/magmar,Magmar,#0126,/pokedex/magmortar,Magmortar,#0467,/ability/flame-body,Flame Body,Contact with the Pokémon may burn the attacker.,,,
/pokedex/magnemite,0462,Magnezone,180.0 kg (396.8 lbs),1.2 m (3′11″),Electric,Steel,/pokedex/magneton,Magneton,#0082,/pokedex/magnezone,Magnezone,#0462,/ability/magnet-pull,Magnet Pull,Prevents Steel-type Pokémon from escaping.,/ability/sturdy,Sturdy,It cannot be knocked out with one hit.
/pokedex/sneasel,0461,Weavile,34.0 kg (75.0 lbs),1.1 m (3′07″),Dark,Ice,/pokedex/weavile,Weavile,#0461,,,,/ability/pressure,Pressure,The Pokémon raises the foe's PP usage.,,,
/pokedex/snover,0460,Abomasnow,135.5 kg (298.7 lbs),2.2 m (7′03″),Grass,Ice,/pokedex/abomasnow,Abomasnow,#0460,,,,/ability/snow-warning,Snow Warning,The Pokémon summons a hailstorm in battle.,,,
/pokedex/eevee,0471,Glaceon,25.9 kg (57.1 lbs),0.8 m (2′07″),Ice,,/pokedex/sylveon,Sylveon,#0700,,,,/ability/snow-cloak,Snow Cloak,Raises evasion in a hailstorm.,,,
/pokedex/eevee,0470,Leafeon,25.5 kg (56.2 lbs),1.0 m (3′03″),Grass,,/pokedex/sylveon,Sylveon,#0700,,,,/ability/leaf-guard,Leaf Guard,Prevents problems with status in sunny weather.,,,
/pokedex/yanma,0469,Yanmega,51.5 kg (113.5 lbs),1.9 m (6′03″),Bug,Flying,/pokedex/yanmega,Yanmega,#0469,,,,/ability/speed-boost,Speed Boost,Its Speed stat is gradually boosted.,/ability/tinted-lens,Tinted Lens,Powers up “not very effective” moves.
/pokedex/togepi,0468,Togekiss,38.0 kg (83.8 lbs),1.5 m (4′11″),Fairy,Flying,/pokedex/togetic,Togetic,#0176,/pokedex/togekiss,Togekiss,#0468,/ability/hustle,Hustle,"Boosts the Attack stat, but lowers accuracy.",/ability/serene-grace,Serene Grace,Boosts the likelihood of added effects appearing.
/pokedex/ralts,0475,Gallade,52.0 kg (114.6 lbs),1.6 m (5′03″),Psychic,Fighting,/pokedex/kirlia,Kirlia,#0281,,,,/ability/steadfast,Steadfast,Raises Speed each time the Pokémon flinches.,/ability/sharpness,Sharpness,Powers up slicing moves.
/pokedex/porygon,0474,Porygon-Z,34.0 kg (75.0 lbs),0.9 m (2′11″),Normal,,/pokedex/porygon2,Porygon2,#0233,/pokedex/porygon-z,Porygon-Z,#0474,/ability/adaptability,Adaptability,Powers up moves of the same type.,/ability/download,Download,Adjusts power according to a foe's defenses.
/pokedex/swinub,0473,Mamoswine,291.0 kg (641.5 lbs),2.5 m (8′02″),Ice,Ground,/pokedex/piloswine,Piloswine,#0221,/pokedex/mamoswine,Mamoswine,#0473,/ability/oblivious,Oblivious,Prevents it from becoming infatuated.,/ability/snow-cloak,Snow Cloak,Raises evasion in a hailstorm.
/pokedex/gligar,0472,Gliscor,42.5 kg (93.7 lbs),2.0 m (6′07″),Ground,Flying,/pokedex/gliscor,Gliscor,#0472,,,,/ability/hyper-cutter,Hyper Cutter,Prevents other Pokémon from lowering Attack stat.,/ability/sand-veil,Sand Veil,Boosts the Pokémon's evasion in a sandstorm.
,0483,Dialga,683.0 kg (1505.8 lbs),5.4 m (17′09″),Steel,Dragon,,,,,,,/ability/pressure,Pressure,The Pokémon raises the foe's PP usage.,,,
,0482,Azelf,0.3 kg (0.7 lbs),0.3 m (1′00″),Psychic,,,,,,,,/ability/levitate,Levitate,Gives immunity to Ground type moves.,,,
,0481,Mesprit,0.3 kg (0.7 lbs),0.3 m (1′00″),Psychic,,,,,,,,/ability/levitate,Levitate,Gives immunity to Ground type moves.,,,
,0480,Uxie,0.3 kg (0.7 lbs),0.3 m (1′00″),Psychic,,,,,,,,/ability/levitate,Levitate,Gives immunity to Ground type moves.,,,
,0491,Darkrai,50.5 kg (111.3 lbs),1.5 m (4′11″),Dark,,,,,,,,/ability/bad-dreams,Bad Dreams,Reduces a sleeping foe's HP.,,,
,0490,Manaphy,1.4 kg (3.1 lbs),0.3 m (1′00″),Water,,,,,,,,/ability/hydration,Hydration,Heals status problems if it is raining.,,,
,0489,Phione,3.1 kg (6.8 lbs),0.4 m (1′04″),Water,,,,,,,,/ability/hydration,Hydration,Heals status problems if it is raining.,,,
,0488,Cresselia,85.6 kg (188.7 lbs),1.5 m (4′11″),Psychic,,,,,,,,/ability/levitate,Levitate,Gives immunity to Ground type moves.,,,
/pokedex/patrat,0505,Watchog,27.0 kg (59.5 lbs),1.1 m (3′07″),Normal,2,/pokedex/watchog,Watchog,#0505,,,,/ability/illuminate,Illuminate,Raises the likelihood of meeting wild Pokémon.,/ability/keen-eye,Keen Eye,Prevents other Pokémon from lowering accuracy.
/pokedex/patrat,0504,Patrat,11.6 kg (25.6 lbs),0.5 m (1′08″),Normal,20,/pokedex/watchog,Watchog,#0505,,,,/ability/run-away,Run Away,Enables a sure getaway from wild Pokémon.,/ability/keen-eye,Keen Eye,Prevents other Pokémon from lowering accuracy.
/pokedex/oshawott,0503,Samurott,94.6 kg (208.6 lbs),1.5 m (4′11″),Water,Dark,/pokedex/dewott,Dewott,#0502,,,,/ability/torrent,Torrent,Powers up Water-type moves in a pinch.,,,
/pokedex/oshawott,0502,Dewott,24.5 kg (54.0 lbs),0.8 m (2′07″),Water,,/pokedex/dewott,Dewott,#0502,,,,/ability/torrent,Torrent,Powers up Water-type moves in a pinch.,,,
/pokedex/pidove,0521,Unfezant,29.0 kg (63.9 lbs),1.2 m (3′11″),Normal,Flying,/pokedex/tranquill,Tranquill,#0520,/pokedex/unfezant,Unfezant,#0521,/ability/big-pecks,Big Pecks,Protects the Pokémon from Defense-lowering attacks.,/ability/super-luck,Super Luck,Heightens the critical-hit ratios of moves.
/pokedex/pidove,0520,Tranquill,15.0 kg (33.1 lbs),0.6 m (2′00″),Normal,Flying,/pokedex/tranquill,Tranquill,#0520,/pokedex/unfezant,Unfezant,#0521,/ability/big-pecks,Big Pecks,Protects the Pokémon from Defense-lowering attacks.,/ability/super-luck,Super Luck,Heightens the critical-hit ratios of moves.
/pokedex/pidove,0519,Pidove,2.1 kg (4.6 lbs),0.3 m (1′00″),Normal,Flying,/pokedex/tranquill,Tranquill,#0520,/pokedex/unfezant,Unfezant,#0521,/ability/big-pecks,Big Pecks,Protects the Pokémon from Defense-lowering attacks.,/ability/super-luck,Super Luck,Heightens the critical-hit ratios of moves.
/pokedex/munna,0518,Musharna,60.5 kg (133.4 lbs),1.1 m (3′07″),Psychic,,/pokedex/musharna,Musharna,#0518,,,,/ability/forewarn,Forewarn,Determines what moves a foe has.,/ability/synchronize,Synchronize,"Passes a burn, poison, or paralysis to the foe."
/pokedex/roggenrola,0526,Gigalith,260.0 kg (573.2 lbs),1.7 m (5′07″),Rock,,/pokedex/boldore,Boldore,#0525,/pokedex/gigalith,Gigalith,#0526,/ability/sturdy,Sturdy,It cannot be knocked out with one hit.,/ability/sand-stream,Sand Stream,The Pokémon summons a sandstorm in battle.
/pokedex/roggenrola,0525,Boldore,102.0 kg (224.9 lbs),0.9 m (2′11″),Rock,Mistralton Cave,/pokedex/boldore,Boldore,#0525,/pokedex/gigalith,Gigalith,#0526,/ability/sturdy,Sturdy,It cannot be knocked out with one hit.,/ability/weak-armor,Weak Armor,Physical attacks lower Defense and raise Speed.
/pokedex/roggenrola,0524,Roggenrola,18.0 kg (39.7 lbs),0.4 m (1′04″),Rock,,/pokedex/boldore,Boldore,#0525,/pokedex/gigalith,Gigalith,#0526,/ability/sturdy,Sturdy,It cannot be knocked out with one hit.,/ability/weak-armor,Weak Armor,Physical attacks lower Defense and raise Speed.
/pokedex/blitzle,0523,Zebstrika,79.5 kg (175.3 lbs),1.6 m (5′03″),Electric,7,/pokedex/zebstrika,Zebstrika,#0523,,,,/ability/lightning-rod,Lightning Rod,Draws in all Electric-type moves to up Sp. Attack.,/ability/motor-drive,Motor Drive,Raises Speed if hit by an Electric-type move.
/pokedex/tympole,0535,Tympole,4.5 kg (9.9 lbs),0.5 m (1′08″),Water,,/pokedex/palpitoad,Palpitoad,#0536,/pokedex/seismitoad,Seismitoad,#0537,/ability/swift-swim,Swift Swim,Boosts the Pokémon's Speed in rain.,/ability/hydration,Hydration,Heals status problems if it is raining.
/pokedex/timburr,0534,Conkeldurr,87.0 kg (191.8 lbs),1.4 m (4′07″),Fighting,,/pokedex/gurdurr,Gurdurr,#0533,/pokedex/conkeldurr,Conkeldurr,#0534,/ability/guts,Guts,Boosts Attack if there is a status problem.,/ability/sheer-force,Sheer Force,Removes added effects to increase move damage.
/pokedex/timburr,0533,Gurdurr,40.0 kg (88.2 lbs),1.2 m (3′11″),Fighting,Victory Road,/pokedex/gurdurr,Gurdurr,#0533,/pokedex/conkeldurr,Conkeldurr,#0534,/ability/guts,Guts,Boosts Attack if there is a status problem.,/ability/sheer-force,Sheer Force,Removes added effects to increase move damage.
/pokedex/timburr,0532,Timburr,12.5 kg (27.6 lbs),0.6 m (2′00″),Fighting,,/pokedex/gurdurr,Gurdurr,#0533,/pokedex/conkeldurr,Conkeldurr,#0534,/ability/guts,Guts,Boosts Attack if there is a status problem.,/ability/sheer-force,Sheer Force,Removes added effects to increase move damage.
/pokedex/tympole,0537,Seismitoad,62.0 kg (136.7 lbs),1.5 m (4′11″),Water,Ground,/pokedex/palpitoad,Palpitoad,#0536,/pokedex/seismitoad,Seismitoad,#0537,/ability/swift-swim,Swift Swim,Boosts the Pokémon's Speed in rain.,/ability/poison-touch,Poison Touch,May poison targets when a Pokémon makes contact.
/pokedex/tympole,0536,Palpitoad,17.0 kg (37.5 lbs),0.8 m (2′07″),Water,Ground,/pokedex/palpitoad,Palpitoad,#0536,/pokedex/seismitoad,Seismitoad,#0537,/ability/swift-swim,Swift Swim,Boosts the Pokémon's Speed in rain.,/ability/hydration,Hydration,Heals status problems if it is raining.
,0531,Audino,31.0 kg (68.3 lbs),1.1 m (3′07″),Normal,Fairy,,,,,,,/ability/healer,Healer,May heal an ally's status conditions.,/ability/regenerator,Regenerator,Restores a little HP when withdrawn from battle.
link,id,nome,peso,altura,tipo1,tipo2,link ev 1,evolucao1,id_evolucao1,link ev 2,evolucao2,id_evolucao2,link hab 1,habilidade1,hab_desc1,link hab 2,habilidade2,hab_desc2
/pokedex/bulbasaur,0001,Bulbasaur,6.9 kg (15.2 lbs),0.7 m (2′04″),Grass,Poison,/pokedex/ivysaur,Ivysaur,#0002,/pokedex/venusaur,Venusaur,#0003,/ability/overgrow,Overgrow,Powers up Grass-type moves in a pinch.,,,
/pokedex/bulbasaur,0003,Venusaur,100.0 kg (220.5 lbs),2.0 m (6′07″),Grass,Poison,/pokedex/ivysaur,Ivysaur,#0002,/pokedex/venusaur,Venusaur,#0003,/ability/overgrow,Overgrow,Powers up Grass-type moves in a pinch.,,,
/pokedex/bulbasaur,0002,Ivysaur,13.0 kg (28.7 lbs),1.0 m (3′03″),Grass,Poison,/pokedex/ivysaur,Ivysaur,#0002,/pokedex/venusaur,Venusaur,#0003,/ability/overgrow,Overgrow,Powers up Grass-type moves in a pinch.,,,
/pokedex/charmander,0006,Charizard,90.5 kg (199.5 lbs),1.7 m (5′07″),Fire,Flying,/pokedex/charmeleon,Charmeleon,#0005,/pokedex/charizard,Charizard,#0006,/ability/blaze,Blaze,Powers up Fire-type moves in a pinch.,,,
/pokedex/charmander,0004,Charmander,8.5 kg (18.7 lbs),0.6 m (2′00″),Fire,,/pokedex/charmeleon,Charmeleon,#0005,/pokedex/charizard,Charizard,#0006,/ability/blaze,Blaze,Powers up Fire-type moves in a pinch.,,,
/pokedex/squirtle,0007,Squirtle,9.0 kg (19.8 lbs),0.5 m (1′08″),Water,,/pokedex/wartortle,Wartortle,#0008,/pokedex/blastoise,Blastoise,#0009,/ability/torrent,Torrent,Powers up Water-type moves in a pinch.,,,
/pokedex/charmander,0005,Charmeleon,19.0 kg (41.9 lbs),1.1 m (3′07″),Fire,,/pokedex/charmeleon,Charmeleon,#0005,/pokedex/charizard,Charizard,#0006,/ability/blaze,Blaze,Powers up Fire-type moves in a pinch.,,,
/pokedex/squirtle,0009,Blastoise,85.5 kg (188.5 lbs),1.6 m (5′03″),Water,,/pokedex/wartortle,Wartortle,#0008,/pokedex/blastoise,Blastoise,#0009,/ability/torrent,Torrent,Powers up Water-type moves in a pinch.,,,
/pokedex/squirtle,0008,Wartortle,22.5 kg (49.6 lbs),1.0 m (3′03″),Water,,/pokedex/wartortle,Wartortle,#0008,/pokedex/blastoise,Blastoise,#0009,/ability/torrent,Torrent,Powers up Water-type moves in a pinch.,,,
/pokedex/caterpie,0010,Caterpie,2.9 kg (6.4 lbs),0.3 m (1′00″),Bug,24,/pokedex/metapod,Metapod,#0011,/pokedex/butterfree,Butterfree,#0012,/ability/shield-dust,Shield Dust,Blocks the added effects of attacks taken.,,,
/pokedex/pidgey,0018,Pidgeot,39.5 kg (87.1 lbs),1.5 m (4′11″),Normal,Flying,/pokedex/pidgeotto,Pidgeotto,#0017,/pokedex/pidgeot,Pidgeot,#0018,/ability/keen-eye,Keen Eye,Prevents other Pokémon from lowering accuracy.,/ability/tangled-feet,Tangled Feet,Raises evasion if the Pokémon is confused.
/pokedex/pidgey,0017,Pidgeotto,30.0 kg (66.1 lbs),1.1 m (3′07″),Normal,Flying,/pokedex/pidgeotto,Pidgeotto,#0017,/pokedex/pidgeot,Pidgeot,#0018,/ability/keen-eye,Keen Eye,Prevents other Pokémon from lowering accuracy.,/ability/tangled-feet,Tangled Feet,Raises evasion if the Pokémon is confused.
/pokedex/pidgey,0016,Pidgey,1.8 kg (4.0 lbs),0.3 m (1′00″),Normal,Flying,/pokedex/pidgeotto,Pidgeotto,#0017,/pokedex/pidgeot,Pidgeot,#0018,/ability/keen-eye,Keen Eye,Prevents other Pokémon from lowering accuracy.,/ability/tangled-feet,Tangled Feet,Raises evasion if the Pokémon is confused.
/pokedex/weedle,0015,Beedrill,29.5 kg (65.0 lbs),1.0 m (3′03″),Bug,Poison,/pokedex/kakuna,Kakuna,#0014,/pokedex/beedrill,Beedrill,#0015,/ability/swarm,Swarm,Powers up Bug-type moves in a pinch.,,,
/pokedex/weedle,0014,Kakuna,10.0 kg (22.0 lbs),0.6 m (2′00″),Bug,Poison,/pokedex/kakuna,Kakuna,#0014,/pokedex/beedrill,Beedrill,#0015,/ability/shed-skin,Shed Skin,The Pokémon may heal its own status problems.,,,
/pokedex/weedle,0013,Weedle,3.2 kg (7.1 lbs),0.3 m (1′00″),Bug,Poison,/pokedex/kakuna,Kakuna,#0014,/pokedex/beedrill,Beedrill,#0015,/ability/shield-dust,Shield Dust,Blocks the added effects of attacks taken.,,,
/pokedex/caterpie,0012,Butterfree,32.0 kg (70.5 lbs),1.1 m (3′07″),Bug,Flying,/pokedex/metapod,Metapod,#0011,/pokedex/butterfree,Butterfree,#0012,/ability/compound-eyes,Compound Eyes,The Pokémon's accuracy is boosted.,,,
/pokedex/meowth,0052,Meowth,4.2 kg (9.3 lbs),0.4 m (1′04″),Normal,6,/pokedex/persian,Persian,#0053,,,,/ability/pickup,Pickup,The Pokémon may pick up items.,/ability/technician,Technician,Powers up the Pokémon's weaker moves.
/pokedex/slowpoke,0080,Slowbro,78.5 kg (173.1 lbs),1.6 m (5′03″),Water,Psychic,,,,,,,/ability/oblivious,Oblivious,Prevents it from becoming infatuated.,/ability/own-tempo,Own Tempo,Prevents the Pokémon from becoming confused.
/pokedex/slowpoke,0079,Slowpoke,36.0 kg (79.4 lbs),1.2 m (3′11″),Water,Psychic,,,,,,,/ability/oblivious,Oblivious,Prevents it from becoming infatuated.,/ability/own-tempo,Own Tempo,Prevents the Pokémon from becoming confused.
/pokedex/ponyta,0078,Rapidash,95.0 kg (209.4 lbs),1.7 m (5′07″),Fire,Fairy,/pokedex/rapidash,Rapidash,#0078,,,,/ability/run-away,Run Away,Enables a sure getaway from wild Pokémon.,/ability/flash-fire,Flash Fire,It powers up Fire-type moves if it's hit by one.
/pokedex/ponyta,0077,Ponyta,30.0 kg (66.1 lbs),1.0 m (3′03″),Fire,,/pokedex/rapidash,Rapidash,#0078,,,,/ability/run-away,Run Away,Enables a sure getaway from wild Pokémon.,/ability/flash-fire,Flash Fire,It powers up Fire-type moves if it's hit by one.
